product_id,category,brand_type,price,original_price,sales_volume,rating,supplier,warehouse_city,product_description
318,家居百货,国际,42.68,53.85,413,4.3,供应商8,未知,特惠家居百货商品318
319,家居百货,国货,35.11,45.03,4163,3.6,供应商38,未知,特惠家居百货商品319
321,家居百货,国货,56.37,77.86,3179,3.5,供应商41,未知,
322,家居百货,国货,68.62,94.13,1849,3.9,供应商3,南昌,script家居百货商品322
323,家居百货,未知,78.07,97.29,362,4.7,供应商12,武汉,家居百货商品323
324,家居百货,国货,55.05,75.06,6345,4.5,供应商28,未知,
325,家居百货,未知,47.52,63.97,821,4.3,供应商9,南昌,script家居百货商品325
326,家居百货,国货,47.31,55.15,1623,4.8,供应商9,未知,script家居百货商品326
327,家居百货,国货,22.08,28.83,1785,3.9,供应商25,广州,特惠家居百货商品327
328,家居百货,国货,46.2,62.29,2810,3.5,供应商23,未知,
329,家居百货,国际,56.38,69.8,5055,3.6,供应商15,广州,家居百货商品329
330,家居百货,国货,21.41,27.46,3709,4.1,供应商19,南昌,商品名称带空格家居百货商品330
331,家居百货,国际,29.09,40.2,704,4.4,,深圳,特惠家居百货商品331
332,家居百货,国际,56.375,67.64999999999999,2616,3.6,供应商5,未知,家居百货商品332
334,家居百货,国际,20.98,27.65,892,4.7,供应商38,深圳,script家居百货商品334
335,家居百货,国货,34.99,41.11,4241,4.8,供应商37,南昌,商品名称带空格家居百货商品335
336,家居百货,国际,70.83,82.08,3992,4.4,供应商19,未知,商品名称带空格家居百货商品336
337,家居百货,国际,28.88,37.6,4277,4.0,供应商37,武汉,家居百货商品337
338,家居百货,国货,81.52,92.99,6928,3.7,供应商30,武汉,商品名称带空格家居百货商品338
339,家居百货,国货,75.89,93.14,7588,4.7,供应商43,广州,script家居百货商品339
341,家居百货,国货,82.57,104.85,5889,4.2,供应商29,南昌,商品名称带空格家居百货商品341
342,家居百货,国货,82.85,100.28,666,4.8,,深圳,商品名称带空格家居百货商品342
343,家居百货,国货,74.86,97.63,1346,4.8,供应商23,广州,script家居百货商品343
345,家居百货,国货,66.37,85.93,645,4.8,供应商41,未知,爆款家居百货商品345
346,家居百货,国货,44.78,50.92,5171,3.8,,广州,商品名称带空格家居百货商品346
347,家居百货,国货,87.74,103.11,3209,3.5,供应商11,未知,家居百货商品347
348,家居百货,国际,68.5,78.28,516,4.2,,南昌,
349,家居百货,国货,68.69,87.35,7455,4.8,供应商10,深圳,
350,家居百货,未知,56.64,73.31,892,4.2,,武汉,爆款家居百货商品350
351,家居百货,国货,35.91,48.5,7850,4.9,供应商5,武汉,爆款家居百货商品351
352,家居百货,国货,21.53,27.92,4198,4.1,,武汉,爆款家居百货商品352
353,家居百货,国货,28.45,38.15,2997,3.5,供应商28,未知,商品名称带空格家居百货商品353
354,家居百货,国际,50.99,63.85,2803,3.9,供应商18,未知,
355,家居百货,国货,31.21,42.92,6200,3.6,供应商14,未知,商品名称带空格家居百货商品355
356,家居百货,国货,69.89,84.51,282,3.6,,广州,特惠家居百货商品356
357,家居百货,未知,34.9,43.33,140,3.6,供应商14,深圳,商品名称带空格家居百货商品357
358,家居百货,国货,64.41,86.66,7136,4.5,,未知,家居百货商品358
359,家居百货,国货,36.98,47.04,21,4.7,供应商8,未知,商品名称带空格家居百货商品359
360,家居百货,国货,35.12,39.85,5859,4.2,供应商6,南昌,家居百货商品360
361,食品零食,国货,62.69,73.42,1716,4.0,供应商11,未知,script食品零食商品361
362,食品零食,国货,54.51,76.01,7461,3.6,供应商43,武汉,
363,食品零食,国货,45.28,57.03,2338,4.8,供应商25,深圳,食品零食商品363
364,食品零食,国货,38.72,50.06,5256,4.9,,深圳,爆款食品零食商品364
365,食品零食,国货,38.8,47.95,1298,4.0,,未知,食品零食商品365
366,食品零食,国货,34.09,37.57,1759,4.0,供应商43,未知,
367,食品零食,国货,25.04,30.17,2200,3.9,供应商37,未知,食品零食商品367
368,食品零食,国际,50.87,65.17,4454,4.4,,武汉,爆款食品零食商品368
369,食品零食,国货,15.03,19.72,3674,4.4,,武汉,食品零食商品369
370,食品零食,国际,68.16,83.76,5557,4.1,,南昌,食品零食商品370
374,食品零食,国际,48.68,65.37,1900,3.6,,未知,商品名称带空格食品零食商品374
375,食品零食,国货,40.8,48.959999999999994,2843,4.0,,南昌,食品零食商品375
376,食品零食,国货,35.3,44.93,690,4.7,供应商25,南昌,
377,食品零食,国货,49.28,60.96,3621,4.8,,广州,食品零食商品377
379,食品零食,国货,69.22,95.48,609,4.9,供应商47,未知,爆款食品零食商品379
380,食品零食,国货,65.77,84.09,3598,3.6,供应商6,未知,商品名称带空格食品零食商品380
381,食品零食,国货,55.95,62.34,5112,4.2,,南昌,商品名称带空格食品零食商品381
382,食品零食,国货,32.63,45.31,7612,3.9,,武汉,
383,食品零食,国货,33.86,38.73,6224,4.4,供应商8,未知,商品名称带空格食品零食商品383
384,食品零食,国货,51.93,62.35,4495,3.8,供应商17,南昌,商品名称带空格食品零食商品384
386,食品零食,国货,46.27,61.09,5257,4.4,供应商5,武汉,爆款食品零食商品386
387,食品零食,国货,28.11,35.8,3007,4.8,,广州,食品零食商品387
388,食品零食,国货,48.46,54.32,765,3.8,供应商13,南昌,食品零食商品388
389,食品零食,国货,24.26,32.5,394,4.2,供应商37,未知,
390,食品零食,国货,30.29,38.01,5110,4.6,供应商39,深圳,食品零食商品390
391,食品零食,国货,33.05,43.54,1603,4.0,供应商28,武汉,爆款食品零食商品391
392,食品零食,国际,46.06,54.06,3361,3.7,供应商41,未知,script食品零食商品392
394,食品零食,国货,24.5,29.42,5095,4.1,供应商24,南昌,script食品零食商品394
395,食品零食,国货,62.28,74.32,159,4.8,供应商23,未知,script食品零食商品395
396,食品零食,国货,20.09,24.14,4654,3.6,供应商17,未知,食品零食商品396
398,食品零食,国货,22.96,26.01,6356,4.6,供应商44,南昌,script食品零食商品398
400,食品零食,国货,34.09,43.2,3873,3.8,,未知,食品零食商品400
401,食品零食,国货,40.8,48.959999999999994,6360,4.7,供应商15,广州,script食品零食商品401
403,食品零食,国货,60.38,83.09,4512,4.6,,未知,食品零食商品403
404,食品零食,未知,62.42,81.47,6396,4.6,供应商24,深圳,食品零食商品404
405,食品零食,国货,31.23,39.1,4551,4.5,供应商17,未知,特惠食品零食商品405
406,食品零食,国货,30.82,35.3,2075,4.6,供应商13,未知,商品名称带空格食品零食商品406
407,食品零食,国货,40.8,48.959999999999994,5840,3.5,供应商6,未知,爆款食品零食商品407
408,食品零食,国货,29.46,39.59,822,3.8,供应商13,广州,
409,食品零食,国货,40.8,53.61,5156,4.1,供应商38,未知,爆款食品零食商品409
410,食品零食,国货,39.82,45.04,3004,3.9,供应商29,广州,食品零食商品410
411,食品零食,未知,24.5,34.26,1057,3.6,供应商20,深圳,商品名称带空格食品零食商品411
412,食品零食,国际,55.48,75.22,3699,3.6,,深圳,食品零食商品412
413,食品零食,国货,56.36,62.14,455,4.4,,未知,商品名称带空格食品零食商品413
414,食品零食,国货,55.02,62.06,328,3.7,供应商50,广州,食品零食商品414
415,食品零食,国货,25.23,34.74,6641,3.5,供应商39,广州,商品名称带空格食品零食商品415
417,食品零食,国货,66.08,82.44,3790,3.9,供应商39,深圳,食品零食商品417
418,食品零食,国货,27.98,31.39,3715,4.9,供应商5,武汉,
419,食品零食,国货,52.35,64.9,5266,4.4,供应商18,武汉,商品名称带空格食品零食商品419
420,食品零食,国货,44.47,55.92,2542,4.5,,未知,特惠食品零食商品420
421,食品零食,国货,47.25,55.61,4745,4.2,供应商19,未知,特惠食品零食商品421
422,数码配件,国际,136.17,162.96,2744,4.7,供应商1,武汉,script数码配件商品422
423,数码配件,国际,146.75,164.08,5009,4.1,供应商4,未知,特惠数码配件商品423
424,数码配件,国际,170.68,192.21,1295,4.7,供应商47,深圳,商品名称带空格数码配件商品424
426,数码配件,国货,163.13,210.5,7585,4.5,供应商33,南昌,爆款数码配件商品426
427,数码配件,国货,98.02,133.36,4935,3.5,,武汉,特惠数码配件商品427
428,数码配件,国货,91.43,108.36,7434,4.2,供应商20,未知,数码配件商品428
430,数码配件,国货,192.72,229.84,3593,4.6,供应商34,深圳,特惠数码配件商品430
432,数码配件,国际,69.65,90.53,1780,3.6,,深圳,特惠数码配件商品432
433,数码配件,国货,81.35,99.97,3560,4.2,供应商18,未知,数码配件商品433
434,数码配件,国际,156.34,214.64,7288,4.9,,武汉,商品名称带空格数码配件商品434
435,数码配件,国货,185.01,246.72,1262,3.9,供应商23,未知,商品名称带空格数码配件商品435
436,数码配件,国货,114.01,130.5,7797,4.7,供应商36,未知,script数码配件商品436
437,数码配件,国货,120.87,152.12,7284,4.0,供应商47,深圳,
438,数码配件,国货,73.81,103.24,6790,4.4,,未知,爆款数码配件商品438
439,数码配件,国际,183.38,204.2,1500,4.6,供应商29,未知,特惠数码配件商品439
440,数码配件,国货,110.85,146.35,4798,4.3,供应商17,深圳,爆款数码配件商品440
441,数码配件,未知,111.54,132.15,855,4.7,供应商34,武汉,数码配件商品441
442,数码配件,国货,175.54,197.18,4845,4.1,供应商3,未知,
443,数码配件,国际,85.11,93.97,6395,4.3,供应商42,未知,数码配件商品443
444,数码配件,国际,144.72,194.38,7204,4.6,供应商7,武汉,script数码配件商品444
445,数码配件,国际,105.3,127.68,3631,4.1,供应商46,南昌,
446,数码配件,国际,122.87,156.82,963,4.2,,武汉,爆款数码配件商品446
447,数码配件,未知,72.64,86.98,6585,4.5,供应商37,未知,爆款数码配件商品447
448,数码配件,未知,53.57,70.84,3829,4.9,供应商37,武汉,
449,数码配件,国货,169.79,231.91,2109,3.7,供应商31,未知,
450,数码配件,国货,159.91,177.97,5998,3.7,,未知,script数码配件商品450
451,数码配件,国货,67.56,86.97,3323,4.8,,未知,script数码配件商品451
452,数码配件,国际,165.39,220.32,208,4.5,,广州,爆款数码配件商品452
453,数码配件,国货,133.15,184.25,166,4.5,供应商45,未知,特惠数码配件商品453
454,数码配件,国货,84.56,116.69,3100,4.8,供应商19,南昌,商品名称带空格数码配件商品454
455,数码配件,国货,169.22,209.38,7337,4.1,供应商49,武汉,
457,数码配件,国货,82.9,99.0,1392,3.6,供应商14,广州,特惠数码配件商品457
458,数码配件,国货,184.82,243.05,1132,4.7,供应商34,深圳,商品名称带空格数码配件商品458
459,数码配件,国货,80.69,101.91,5492,3.8,,未知,script数码配件商品459
460,数码配件,未知,133.39,164.52,1201,3.8,,未知,商品名称带空格数码配件商品460
462,数码配件,国货,198.55,266.18,5594,3.8,,广州,数码配件商品462
463,母婴用品,国货,157.18,212.5,427,4.2,供应商36,深圳,
464,母婴用品,国货,93.38,129.47,2914,4.2,,未知,爆款母婴用品商品464
465,母婴用品,国货,60.47,70.74,7917,4.5,供应商38,广州,母婴用品商品465
466,母婴用品,国货,107.24,127.28,3795,3.7,供应商3,武汉,script母婴用品商品466
467,母婴用品,国货,100.33,136.83,6179,4.7,供应商29,深圳,
468,母婴用品,未知,124.5,167.96,2727,4.7,供应商24,南昌,
469,母婴用品,国货,123.01,167.29,347,3.7,供应商41,武汉,商品名称带空格母婴用品商品469
470,母婴用品,国货,36.8,40.68,1794,4.9,,深圳,母婴用品商品470
472,母婴用品,国货,77.99,90.6,7632,4.5,供应商18,未知,商品名称带空格母婴用品商品472
473,母婴用品,国货,148.11,187.16,4637,3.7,供应商31,未知,
474,母婴用品,国际,147.94,173.18,7161,4.1,,武汉,母婴用品商品474
475,母婴用品,国货,55.55,61.78,4681,4.2,供应商25,未知,母婴用品商品475
476,母婴用品,国货,140.08,188.52,670,4.4,供应商12,广州,script母婴用品商品476
477,母婴用品,国货,125.75,175.74,1437,4.2,,未知,特惠母婴用品商品477
478,母婴用品,国货,147.82,179.11,7861,4.4,,南昌,特惠母婴用品商品478
479,母婴用品,国货,124.67,151.49,2993,4.2,供应商42,未知,爆款母婴用品商品479
480,母婴用品,国货,75.83,99.39,3607,3.6,供应商35,深圳,商品名称带空格母婴用品商品480
481,母婴用品,国货,86.76,111.72,3281,4.3,供应商31,深圳,母婴用品商品481
483,母婴用品,国货,97.39,135.77,4423,3.8,,广州,
484,母婴用品,国货,111.18,130.0,2384,4.5,供应商19,广州,特惠母婴用品商品484
485,母婴用品,国货,148.77,195.29,5971,3.6,供应商27,武汉,script母婴用品商品485
486,母婴用品,国际,105.12,123.86,3514,3.7,供应商6,未知,商品名称带空格母婴用品商品486
488,宠物用品,国际,37.38,50.07,614,4.0,,广州,商品名称带空格宠物用品商品488
489,宠物用品,国际,35.98,43.0,1882,4.3,供应商33,广州,
490,宠物用品,国货,89.36,107.81,4608,4.2,供应商10,广州,宠物用品商品490
491,宠物用品,国货,53.51,73.5,4015,3.6,供应商31,广州,
492,宠物用品,国货,90.92,118.62,833,4.2,供应商7,未知,爆款宠物用品商品492
493,宠物用品,国际,32.27,40.42,6466,4.3,,武汉,商品名称带空格宠物用品商品493
494,宠物用品,国货,84.52,107.73,6845,4.3,供应商39,未知,特惠宠物用品商品494
495,宠物用品,国货,91.1,113.13,2755,4.6,供应商49,深圳,特惠宠物用品商品495
498,宠物用品,国际,43.91,56.32,5900,4.5,供应商18,未知,
499,宠物用品,国货,42.86,55.73,654,4.0,,广州,爆款宠物用品商品499
500,宠物用品,国际,25.68,33.17,5841,3.7,供应商23,南昌,
501,宠物用品,国货,44.01,60.8,4426,3.9,供应商31,南昌,爆款宠物用品商品501
502,宠物用品,国货,73.65,83.33,7123,4.3,供应商21,武汉,商品名称带空格宠物用品商品502
503,宠物用品,国货,90.76,112.0,410,4.3,供应商22,未知,特惠宠物用品商品503
504,宠物用品,国际,67.24,87.41,3434,4.1,,未知,宠物用品商品504
505,宠物用品,国际,42.87,51.05,4168,4.1,供应商44,武汉,
506,宠物用品,国际,44.879999999999995,53.855999999999995,4157,4.6,供应商19,未知,特惠宠物用品商品506
507,宠物用品,国货,76.48,91.2,1231,3.6,供应商25,深圳,宠物用品商品507
508,宠物用品,国货,26.5,29.6,369,3.8,,未知,爆款宠物用品商品508
509,宠物用品,国货,94.1,104.61,7062,4.0,供应商14,未知,商品名称带空格宠物用品商品509
510,宠物用品,国货,38.14,42.97,2659,4.2,供应商41,深圳,script宠物用品商品510
512,宠物用品,国货,33.42,40.95,4189,3.9,供应商46,未知,script宠物用品商品512
513,美妆个护,国际,142.0086748331011,237.88448747930428,2831,3.0,供应商47,广州,商品描述513
515,宠物用品,未知,32.12185612838782,287.8576267985362,3018,3.4,供应商21,广州,商品描述515
