order_id,user_id,product_id,order_time,payment_time,quantity,unit_price,coupon_discount,total_amount,is_group_order,share_count,logistics_status,refund_status,device_type,user_agent
3049,382,411,2026-04-18 21:39:00,2026-04-18 22:45:00,2,24.5,0.0,49.0,False,1,待发货,无,Android,python-requests/2.28.1
3052,1607,442,2026-05-27 19:46:00,,5,175.54,0.0,877.7,True,1,待发货,无,未知,
3053,375,317,2026-05-09 22:32:00,2026-05-09 23:59:00,5,66.74,10.44,323.26,False,2,待发货,已退款,iOS,
3056,419,70,2026-05-13 10:47:00,2026-05-13 11:32:00,1,130.53,7.49,123.04,False,1,未知,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3057,417,163,2026-03-26 23:21:00,2026-03-27 00:13:00,2,149.6,11.89,287.31,True,4,已发货,无,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3059,1054,255,2026-04-07 19:44:00,2026-04-07 21:16:00,5,115.28,12.59,563.81,True,4,已发货,已拒绝,未知,
3060,1124,484,2026-03-06 10:18:00,2026-03-06 10:35:00,2,111.18,3.24,219.12,True,3,退货中,已拒绝,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3061,87,420,2026-04-27 14:49:00,2026-04-27 15:23:00,2,44.47,5.12,83.82,False,0,已签收,已拒绝,未知,python-requests/2.28.1
3062,2025,352,2026-03-04 22:12:00,2026-03-04 22:35:00,4,21.53,16.23,69.89,True,3,已签收,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3063,978,253,2026-04-02 19:06:00,2026-04-02 19:52:00,3,37.02,7.81,103.25,False,1,退货中,无,未知,
3065,1747,295,2026-04-19 20:11:00,2026-04-19 21:43:00,3,44.94,0.0,134.82,False,1,退货中,已退款,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3066,1763,32,2026-04-25 23:22:00,2026-04-26 00:54:00,2,123.45,0.84,246.06,True,1,待发货,申请中,Android,
3067,211,4,2026-03-18 03:00:00,2026-03-18 03:12:00,1,141.27,6.95,134.32,True,1,已签收,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3073,1714,502,2026-04-15 04:41:00,2026-04-15 06:22:00,4,73.65,0.0,294.6,False,1,未知,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3075,1563,25,2026-03-28 00:15:00,2026-03-28 00:56:00,3,147.84,6.56,436.96,True,3,未知,已拒绝,Android,random gibberish string @#$%
3076,685,403,2024-05-04 00:00:00,2024-05-04 00:43:00,3,60.38,16.76,164.38,False,0,已发货,无,未知,
3077,109,134,2026-03-17 06:46:00,2026-03-17 08:36:00,3,59.35,15.99,162.06,False,2,未知,已退款,未知,random gibberish string @#$%
3078,1515,215,2026-05-24 02:07:00,2026-05-24 02:44:00,4,25.15,0.94,99.66,True,5,已发货,申请中,iOS,
3079,1003,481,2026-03-25 19:19:00,2026-03-25 20:14:00,4,86.76,3.41,343.63,True,3,已发货,已拒绝,Android,
3080,639,134,2026-04-23 07:19:00,2026-04-23 08:40:00,3,59.35,18.22,159.83,True,1,退货中,无,PC,
3082,1377,304,2026-05-22 05:52:00,2026-05-22 07:36:00,5,68.47,0.0,342.35,True,1,未知,已退款,Android,python-requests/2.28.1
3083,229,108,2026-03-03 21:16:00,2026-03-03 22:00:00,5,137.52,13.46,674.14,True,4,未知,申请中,未知,
3084,904,398,2026-04-10 20:43:00,2026-04-10 21:44:00,3,22.96,6.09,62.79,True,3,待发货,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3085,945,256,2026-04-12 19:06:00,2026-04-12 20:40:00,4,65.23,0.0,260.92,False,1,已发货,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3086,960,287,2026-04-22 18:53:00,,5,36.98,0.49,184.41,False,1,待发货,申请中,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3087,1406,273,2027-11-15 00:00:00,2027-11-15 01:12:00,2,117.77,5.16,230.38,False,2,待发货,无,iOS,
3088,968,424,2026-03-11 18:53:00,2026-03-11 19:30:00,4,170.68,3.63,679.09,True,3,已签收,已拒绝,PC,
3091,523,253,2026-03-10 18:18:00,2026-03-10 19:14:00,5,37.02,10.82,174.28,True,5,已签收,申请中,Android,
3092,1032,436,2026-03-25 06:44:00,2026-03-25 07:06:00,3,114.01,13.23,328.8,True,1,已签收,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3093,412,169,2026-05-16 06:11:00,2026-05-16 06:23:00,2,56.38,3.67,109.09,False,2,退货中,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3095,1835,104,2026-03-07 12:33:00,2026-03-07 14:04:00,3,34.8,7.65,96.75,False,2,待发货,已退款,未知,python-requests/2.28.1
3096,892,317,2026-05-02 12:11:00,2026-05-02 13:58:00,2,66.74,0.89,132.59,True,1,未知,已拒绝,未知,python-requests/2.28.1
3100,434,308,2026-04-20 17:34:00,2026-04-20 18:35:00,4,81.81,18.16,309.08,True,4,已签收,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3101,705,271,2026-03-26 15:28:00,2026-03-26 16:27:00,2,109.3,11.75,206.85,False,1,退货中,无,iOS,random gibberish string @#$%
3102,151,440,2026-05-14 20:58:00,2026-05-14 21:56:00,4,110.85,7.98,435.42,True,2,已发货,无,未知,
3103,523,376,2026-05-15 05:08:00,2026-05-15 06:00:00,5,35.3,15.03,161.47,True,4,未知,申请中,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3104,1000,283,2026-05-25 11:53:00,2026-05-25 12:17:00,2,117.66,9.81,225.51,False,1,未知,已拒绝,Android,
3106,812,89,2026-04-15 13:04:00,2026-04-15 13:55:00,1,50.61,9.0,41.61,False,1,已签收,申请中,未知,
3107,908,505,2026-03-21 02:08:00,,2,42.87,5.62,80.12,False,2,已签收,已退款,未知,python-requests/2.28.1
3108,409,438,2027-03-25 00:00:00,2027-03-25 00:02:00,4,73.81,0.67,294.57,False,1,退货中,无,未知,
3111,973,156,2026-05-21 20:58:00,2026-05-21 22:13:00,1,62.68,8.41,54.27,False,2,待发货,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3113,126,31,2026-04-08 00:52:00,2026-04-08 02:28:00,5,37.09,3.34,182.11,False,2,退货中,已退款,iOS,python-requests/2.28.1
3114,618,439,2026-03-26 18:11:00,2026-03-26 19:41:00,4,183.38,2.24,731.28,False,0,未知,已退款,未知,random gibberish string @#$%
3115,1222,191,2026-04-24 23:02:00,2026-04-25 00:21:00,4,42.87,18.1,153.38,False,2,退货中,申请中,iOS,
3116,1427,221,2026-03-30 20:07:00,2026-03-30 20:38:00,3,55.86,3.07,164.51,False,2,未知,已退款,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3117,830,324,2026-05-06 23:20:00,2026-05-07 00:09:00,1,55.05,5.17,49.88,True,3,退货中,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3118,1073,246,2026-04-06 20:52:00,2026-04-06 22:04:00,3,34.25,0.58,102.17,True,3,退货中,已退款,Android,random gibberish string @#$%
3119,84,147,2026-05-08 01:16:00,2026-05-08 02:58:00,2,132.73,15.83,249.63,False,2,未知,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3120,486,220,2026-04-13 08:32:00,2026-04-13 09:52:00,3,36.16,13.79,94.69,True,5,未知,无,PC,python-requests/2.28.1
3121,1129,2,2026-03-10 20:48:00,2026-03-10 21:03:00,2,74.95,5.82,144.08,False,2,未知,无,PC,python-requests/2.28.1
3122,1700,138,2026-05-24 19:00:00,2026-05-24 19:03:00,1,48.51,4.93,43.58,False,0,已签收,无,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3123,404,370,2026-03-25 23:25:00,2026-03-25 23:42:00,2,68.16,10.31,126.01,False,1,退货中,已退款,iOS,random gibberish string @#$%
3124,1512,82,2026-03-12 07:56:00,2026-03-12 09:24:00,1,72.13,14.37,57.76,False,1,待发货,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3125,181,88,2026-03-21 22:18:00,2026-03-21 23:41:00,5,119.82,2.36,596.74,False,1,未知,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3126,1540,75,2026-04-24 23:34:00,2026-04-24 23:40:00,3,56.49,10.17,159.3,False,0,未知,已拒绝,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3127,582,158,2024-10-27 00:00:00,2024-10-27 01:31:00,3,134.59,18.19,385.58,False,1,退货中,已退款,未知,
3128,230,128,2026-04-04 21:32:00,,3,132.64,4.59,393.33,True,1,未知,申请中,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3129,1665,17,2026-04-11 05:35:00,2026-04-11 05:44:00,4,49.21,10.92,185.92,False,0,待发货,无,iOS,random gibberish string @#$%
3131,284,241,2026-05-10 20:03:00,2026-05-10 21:45:00,4,118.27,9.3,463.78,False,2,待发货,无,未知,random gibberish string @#$%
3133,886,10,2026-04-15 21:38:00,,5,124.23,17.67,603.48,True,3,退货中,无,PC,random gibberish string @#$%
3134,1188,445,2026-03-08 20:57:00,2026-03-08 22:02:00,4,105.3,10.79,410.41,False,0,已发货,无,Android,
3135,1876,52,2026-04-27 20:21:00,2026-04-27 20:59:00,3,74.45,9.7,213.65,True,2,待发货,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3136,882,104,2026-03-16 20:39:00,2026-03-16 21:32:00,4,34.8,4.03,135.17,False,0,待发货,申请中,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3138,734,288,2026-04-26 04:45:00,,1,84.05,0.3,83.75,True,4,待发货,已退款,未知,python-requests/2.28.1
3139,692,248,2026-05-24 08:15:00,2026-05-24 09:02:00,2,72.37,0.32,144.42,True,2,退货中,已拒绝,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3140,1572,107,2026-03-09 23:55:00,2026-03-10 01:00:00,1,122.8,2.43,120.37,False,0,待发货,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3142,50,380,2026-04-15 20:32:00,,4,65.77,18.64,244.44,False,1,退货中,已退款,未知,python-requests/2.28.1
3145,337,214,2026-04-23 00:37:00,2026-04-23 00:47:00,1,41.81,0.0,41.81,False,1,已签收,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3146,964,19,2026-03-17 15:56:00,2026-03-17 16:07:00,1,45.9,10.84,35.06,True,1,已发货,已拒绝,未知,
3147,550,129,2026-04-16 15:45:00,2026-04-16 16:53:00,2,96.35,4.55,188.15,True,1,已签收,已拒绝,Android,random gibberish string @#$%
3149,203,444,2027-04-10 00:00:00,2027-04-10 02:00:00,2,144.72,1.13,288.31,False,1,已发货,已拒绝,PC,
3152,1821,184,2024-05-12 00:00:00,2024-05-12 00:19:00,1,65.54,0.0,65.54,False,1,已签收,已退款,PC,python-requests/2.28.1
3153,504,128,2026-05-16 00:25:00,2026-05-16 01:32:00,1,132.64,17.93,114.71,True,1,已签收,申请中,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3154,444,454,2026-05-29 09:11:00,2026-05-29 10:51:00,4,84.56,19.02,319.22,True,4,已签收,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3156,1367,308,2026-05-18 20:09:00,2026-05-18 21:06:00,2,81.81,3.53,160.09,False,1,未知,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3157,1248,221,2026-03-10 22:32:00,2026-03-10 23:31:00,1,55.86,5.9,49.96,False,0,退货中,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3158,1248,221,2026-03-10 22:32:00,2026-03-10 23:31:00,1,55.86,5.9,49.96,False,0,退货中,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3159,223,172,2026-03-14 21:05:00,2026-03-14 22:37:00,4,64.74,15.54,243.42,False,2,未知,申请中,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3160,742,259,2026-05-20 19:06:00,2026-05-20 19:52:00,4,90.43,4.25,357.47,False,2,未知,已退款,未知,python-requests/2.28.1
3161,312,61,2026-03-27 23:05:00,2026-03-27 23:27:00,4,119.47,0.43,477.45,True,1,退货中,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3162,1145,252,2026-03-25 23:18:00,2026-03-26 00:15:00,2,61.77,6.12,117.42,True,1,退货中,无,iOS,random gibberish string @#$%
3164,533,137,2026-03-29 06:18:00,2026-03-29 07:03:00,5,91.97,2.33,457.52,False,0,待发货,申请中,未知,
3165,1656,410,2026-05-21 20:54:00,2026-05-21 20:55:00,5,39.82,17.74,181.36,False,1,待发货,无,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3166,1923,458,2027-10-18 00:00:00,2027-10-18 00:02:00,3,184.82,19.76,534.7,True,4,未知,申请中,未知,random gibberish string @#$%
3168,237,87,2027-08-01 00:00:00,,4,69.56,14.68,263.56,True,2,待发货,无,PC,python-requests/2.28.1
3171,184,394,2026-04-26 09:23:00,2026-04-26 10:52:00,2,24.5,6.83,42.17,False,0,未知,已退款,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3174,1111,303,2026-04-10 19:39:00,2026-04-10 21:28:00,5,84.24,18.5,402.7,True,1,待发货,已拒绝,Android,python-requests/2.28.1
3176,1541,129,2026-04-07 21:57:00,2026-04-07 22:00:00,1,96.35,4.81,91.54,False,0,待发货,无,iOS,python-requests/2.28.1
3177,1978,154,2026-04-28 07:38:00,2026-04-28 09:34:00,2,77.58,12.42,142.74,False,1,已发货,已退款,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3178,275,15,2026-04-30 09:11:00,2026-04-30 11:08:00,3,110.23,15.96,314.73,False,0,未知,已退款,iOS,random gibberish string @#$%
3179,1217,13,2026-05-28 23:46:00,2026-05-29 01:35:00,3,64.14,3.22,189.2,True,5,已签收,已拒绝,iOS,python-requests/2.28.1
3180,1223,492,2026-04-01 18:14:00,2026-04-01 19:26:00,4,90.92,3.95,359.73,True,3,未知,无,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3181,1812,503,2026-03-03 18:30:00,2026-03-03 20:00:00,3,90.76,19.16,253.12,True,5,未知,无,iOS,
3184,1133,3,2026-05-28 19:34:00,2026-05-28 20:11:00,4,108.96,9.96,425.88,False,2,已签收,无,未知,
3185,1068,510,2026-04-29 00:18:00,2026-04-29 02:09:00,3,38.14,18.43,95.99,True,2,未知,已拒绝,未知,
3186,1158,11,2026-05-20 09:15:00,2026-05-20 10:17:00,4,56.79,17.74,209.42,True,4,待发货,已拒绝,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3187,1220,323,2026-05-19 01:54:00,2026-05-19 03:52:00,1,78.07,14.89,63.18,True,2,待发货,已拒绝,iOS,python-requests/2.28.1
3188,687,450,2026-03-19 22:35:00,2026-03-20 00:01:00,4,159.91,7.77,631.87,False,2,已发货,无,未知,random gibberish string @#$%
3189,165,248,2026-03-29 18:40:00,2026-03-29 19:49:00,2,72.37,8.14,136.6,False,0,已签收,无,未知,random gibberish string @#$%
3190,694,117,2026-05-13 18:01:00,2026-05-13 18:28:00,5,113.37,0.7,566.15,True,4,待发货,无,iOS,python-requests/2.28.1
3191,882,14,2026-03-14 23:44:00,2026-03-15 00:13:00,4,102.69,8.44,402.32,False,2,未知,申请中,未知,python-requests/2.28.1
3193,1086,65,2026-03-20 16:35:00,2026-03-20 17:06:00,2,122.1,18.7,225.5,False,1,未知,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3194,1504,430,2026-03-24 19:25:00,,2,192.72,6.21,379.23,False,0,未知,无,iOS,random gibberish string @#$%
3197,561,37,2026-04-03 20:32:00,2026-04-03 21:14:00,4,84.23,4.35,332.57,False,0,未知,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3198,827,207,2026-04-12 16:24:00,2026-04-12 16:28:00,1,32.43,19.3,13.13,False,0,已发货,已退款,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3199,644,387,2026-03-04 18:52:00,,3,28.11,6.16,78.17,False,2,待发货,已退款,未知,random gibberish string @#$%
3203,1803,468,2026-05-17 18:05:00,2026-05-17 18:28:00,2,124.5,0.0,249.0,False,1,已签收,已拒绝,未知,random gibberish string @#$%
3204,1975,65,2024-08-27 00:00:00,2024-08-27 00:49:00,5,122.1,6.97,603.53,True,5,已发货,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3205,2023,82,2026-03-19 11:34:00,,5,72.13,0.59,360.06,True,5,已发货,已拒绝,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3207,89,161,2026-05-09 01:33:00,2026-05-09 03:06:00,1,32.19,0.0,32.19,False,1,已签收,已拒绝,未知,python-requests/2.28.1
3208,1352,406,2026-05-21 00:14:00,2026-05-21 01:05:00,3,30.82,0.0,92.46,True,2,未知,申请中,Android,random gibberish string @#$%
3214,263,7,2026-05-12 06:41:00,2026-05-12 08:13:00,2,131.0,2.56,259.44,False,0,退货中,申请中,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3215,173,22,2026-05-06 19:11:00,2026-05-06 19:34:00,3,149.07,1.76,445.45,False,0,退货中,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3217,915,328,2026-03-17 20:33:00,2026-03-17 21:47:00,3,46.2,2.35,136.25,False,2,待发货,申请中,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3220,1431,283,2026-03-16 19:50:00,2026-03-16 21:20:00,1,117.66,18.86,98.8,False,0,已签收,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3221,645,10,2026-04-19 19:45:00,2026-04-19 21:15:00,3,124.23,6.19,366.5,False,0,退货中,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3223,613,473,2026-04-23 18:15:00,2026-04-23 19:52:00,2,148.11,4.18,292.04,False,0,已签收,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3224,707,35,2026-05-28 20:02:00,,3,49.21,15.2,132.43,False,1,待发货,无,未知,random gibberish string @#$%
3226,1328,158,2026-05-18 22:31:00,,3,134.59,11.04,392.73,True,1,未知,已拒绝,Android,python-requests/2.28.1
3228,1176,303,2026-03-23 23:59:00,2026-03-24 01:12:00,3,84.24,15.76,236.96,False,0,退货中,已退款,Android,python-requests/2.28.1
3230,919,476,2026-05-18 04:09:00,2026-05-18 05:26:00,2,140.08,1.79,278.37,True,1,待发货,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3231,1740,236,2026-03-19 00:49:00,2026-03-19 01:16:00,4,110.35,12.28,429.12,False,1,已发货,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3232,378,46,2026-04-01 21:47:00,2026-04-01 21:50:00,2,107.1,17.38,196.82,False,2,已发货,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3233,753,389,2026-05-07 07:52:00,2026-05-07 09:08:00,5,24.26,7.44,113.86,False,1,未知,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3234,1837,212,2026-03-16 20:22:00,2026-03-16 20:51:00,5,50.36,10.44,241.36,True,4,已发货,已退款,iOS,python-requests/2.28.1
3236,45,436,2026-03-22 19:49:00,2026-03-22 19:50:00,1,114.01,6.0,108.01,False,1,未知,申请中,Android,random gibberish string @#$%
3237,1641,206,2026-05-24 14:44:00,2026-05-24 15:36:00,4,31.37,10.5,114.98,False,1,未知,无,未知,
3238,171,287,2026-04-22 23:14:00,2026-04-23 00:09:00,1,36.98,4.45,32.53,False,1,未知,无,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3239,1773,292,2026-05-30 11:05:00,2026-05-30 11:47:00,1,66.5,11.26,55.24,False,0,退货中,无,PC,
3240,1773,292,2026-05-30 11:05:00,2026-05-30 11:47:00,1,66.5,11.26,55.24,False,0,退货中,无,PC,
3241,2024,204,2026-03-29 02:59:00,2026-03-29 03:29:00,5,33.65,6.8,161.45,False,0,待发货,已退款,iOS,
3242,799,504,2026-03-02 18:45:00,2026-03-02 20:33:00,4,67.24,0.0,268.96,False,1,未知,无,未知,random gibberish string @#$%
3243,246,41,2026-03-31 21:15:00,2026-03-31 21:46:00,1,111.19,3.71,107.48,False,0,退货中,申请中,iOS,python-requests/2.28.1
3244,321,310,2026-03-17 21:04:00,2026-03-17 21:10:00,2,66.49,0.0,132.98,True,4,未知,已退款,iOS,random gibberish string @#$%
3245,956,312,2026-04-30 20:26:00,2026-04-30 21:17:00,4,22.47,3.27,86.61,False,1,已发货,已退款,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3246,432,54,2024-09-09 00:00:00,2024-09-09 00:44:00,3,44.63,11.81,122.08,True,3,已签收,已退款,iOS,python-requests/2.28.1
3247,1285,305,2026-03-13 20:13:00,2026-03-13 22:12:00,5,65.53,2.24,325.41,True,5,退货中,已拒绝,Android,
3248,1461,73,2026-03-20 22:30:00,2026-03-20 22:51:00,5,79.57,3.25,394.6,True,1,退货中,无,未知,random gibberish string @#$%
3250,1162,377,2026-03-26 20:35:00,2026-03-26 20:49:00,2,49.28,11.68,86.88,False,1,退货中,无,iOS,python-requests/2.28.1
3251,268,468,2026-05-29 18:42:00,2026-05-29 18:46:00,2,124.5,3.99,245.01,False,1,待发货,已拒绝,PC,
3252,665,450,2026-04-28 16:16:00,2026-04-28 17:08:00,1,159.91,8.51,151.4,True,2,已签收,已拒绝,Android,
3253,513,124,2026-05-20 22:59:00,2026-05-20 23:21:00,5,50.6,4.98,248.02,False,0,退货中,无,未知,python-requests/2.28.1
3254,202,327,2027-11-17 00:00:00,,3,22.08,14.19,52.05,True,5,待发货,已拒绝,iOS,
3255,1712,477,2026-05-22 18:25:00,2026-05-22 19:12:00,1,125.75,7.97,117.78,False,2,退货中,无,未知,random gibberish string @#$%
3257,761,10,2026-04-09 22:55:00,2026-04-09 23:01:00,3,124.23,10.46,362.23,False,0,待发货,申请中,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3259,1075,478,2026-05-14 14:33:00,2026-05-14 15:04:00,5,147.82,11.6,727.5,False,0,退货中,无,未知,random gibberish string @#$%
3260,90,325,2026-04-05 20:12:00,2026-04-05 22:08:00,3,47.52,15.52,127.04,False,0,待发货,无,PC,
3261,1061,225,2026-04-25 18:58:00,2026-04-25 20:18:00,4,64.27,3.6,253.48,False,1,已发货,已退款,iOS,
3262,1045,424,2026-05-05 20:11:00,2026-05-05 21:56:00,1,170.68,7.29,163.39,True,5,已发货,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3263,1204,18,2026-05-06 10:12:00,2026-05-06 10:54:00,5,96.97,18.71,466.14,True,3,已发货,申请中,PC,
3264,1457,148,2026-04-08 18:42:00,2026-04-08 20:02:00,5,96.49,17.62,464.83,False,0,退货中,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3265,334,490,2026-03-28 09:15:00,2026-03-28 09:22:00,5,89.36,3.46,443.34,False,1,未知,无,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3268,3,94,2026-04-27 14:08:00,2026-04-27 15:52:00,2,76.26,2.36,150.16,False,1,已签收,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3269,109,253,2026-05-10 22:36:00,2026-05-10 23:43:00,5,37.02,10.33,174.77,False,0,已发货,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3270,658,49,2026-03-15 09:50:00,2026-03-15 10:30:00,1,115.1,7.14,107.96,False,0,已签收,申请中,未知,
3271,2027,227,2026-03-13 07:28:00,2026-03-13 09:28:00,2,71.38,11.74,131.02,True,3,已发货,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3272,1020,235,2026-04-12 22:33:00,2026-04-12 23:09:00,1,85.31,19.9,65.41,True,2,退货中,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3273,1552,241,2026-04-24 22:48:00,2026-04-24 23:45:00,4,118.27,19.35,453.73,False,1,未知,已退款,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3276,439,415,2026-03-02 14:47:00,2026-03-02 15:10:00,4,25.23,8.4,92.52,False,0,待发货,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3277,1874,494,2026-05-14 19:22:00,2026-05-14 20:43:00,1,84.52,18.5,66.02,True,4,已发货,已拒绝,未知,random gibberish string @#$%
3278,852,295,2026-04-03 18:33:00,2026-04-03 19:28:00,3,44.94,10.89,123.93,False,1,未知,已拒绝,iOS,python-requests/2.28.1
3279,267,224,2026-05-07 22:54:00,2026-05-07 23:26:00,3,43.7,2.5,128.6,False,1,待发货,已拒绝,iOS,
3282,362,124,2026-05-29 00:21:00,2026-05-29 01:34:00,4,50.6,8.86,193.54,True,5,已发货,申请中,未知,
3283,439,464,2026-05-13 00:03:00,2026-05-13 00:22:00,1,93.38,8.36,85.02,False,1,待发货,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3284,86,47,2026-04-19 18:03:00,2026-04-19 19:57:00,2,126.19,12.85,239.53,True,1,已发货,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3285,1043,165,2027-05-21 00:00:00,2027-05-21 00:05:00,4,71.96,8.12,279.72,True,5,未知,已拒绝,PC,python-requests/2.28.1
3286,187,453,2026-04-14 06:59:00,2026-04-14 08:08:00,1,133.15,0.4,132.75,False,0,未知,已退款,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
3289,104,442,2026-05-01 05:43:00,2026-05-01 07:15:00,5,175.54,6.82,870.88,False,1,未知,无,Android,random gibberish string @#$%
3290,994,223,2026-04-21 18:40:00,2026-04-21 20:26:00,1,38.65,15.41,23.24,True,5,待发货,无,PC,python-requests/2.28.1
3291,611,76,2026-05-18 12:16:00,2026-05-18 12:31:00,2,115.04,14.55,215.53,True,5,未知,无,PC,python-requests/2.28.1
3292,57,2,2026-03-24 06:01:00,2026-03-24 07:49:00,4,74.95,4.9,294.9,True,3,待发货,已退款,未知,random gibberish string @#$%
3294,1253,485,2026-05-17 19:13:00,2026-05-17 19:42:00,2,148.77,10.44,287.1,True,4,已签收,已退款,Android,random gibberish string @#$%
3295,535,77,2026-05-02 04:48:00,2026-05-02 06:35:00,1,91.0,0.68,90.32,False,1,已签收,已退款,iOS,random gibberish string @#$%
3299,259,324,2026-05-22 01:01:00,,3,55.05,9.88,155.27,True,1,未知,已退款,PC,python-requests/2.28.1
3300,1159,404,2026-05-06 14:17:00,2026-05-06 15:08:00,4,62.42,0.0,249.68,False,2,待发货,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
3302,574,424,2026-05-04 20:42:00,2026-05-04 21:58:00,2,170.68,3.4,337.96,False,2,已发货,已退款,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
